QueryPertID,GeneID,Symbol,Validation,Pct,pQSARCorr_r,NCI60_r,PSP_r,Probability_L,Probability_Q,Probability_LQ,Probability_NCI60,Probability_PSP
BRD-K05396879,4780,NFE2L2,pQSAR,0.0032,0.6187,0.0435,,0.8626,0.8149,0.9876,0.4409,0.5
BRD-K05396879,5468,PPARG,Known,0.0158,0.7714,1.0,,0.776,0.9164,0.9981,0.8919,0.5
BRD-K05396879,9971,NR1H4,Known,0.6995,0.6291,1.0,,0.3548,0.8241,0.9362,0.8919,0.5
BRD-K05510762,1577,CYP3A5,Known,0.3406,0.5866,,,0.4897,0.7842,0.9215,0.5,0.5
BRD-K05528470,1812,DRD1,Known,0.1807,0.5654,,,0.5679,0.762,0.9152,0.5,0.5
BRD-K05804044,5294,PIK3CG,pQSAR,0.0076,0.6519,,,0.8199,0.843,0.9904,0.5,0.5
BRD-K05804044,5604,MAP2K1,pQSAR,0.0012,0.6198,,,0.9003,0.8159,0.9907,0.5,0.5
BRD-K05804044,5605,MAP2K2,pQSAR,0.0041,0.6198,,,0.8514,0.8159,0.9869,0.5,0.5
BRD-K05804044,5894,RAF1,Known,0.0232,0.6243,,,0.7498,0.8199,0.9802,0.5,0.5
BRD-K05804044,673,BRAF,Known,0.0017,0.6413,,,0.8881,0.8344,0.9926,0.5,0.5
BRD-K05851096,775,CACNA1C,Known,0.9102,0.6261,,,0.242,0.8215,0.9027,0.5,0.5
BRD-K05901394,150,ADRA2A,Known,0.1704,0.6305,,,0.5744,0.8253,0.9674,0.5,0.5
BRD-K05901394,152,ADRA2C,Known,0.4441,0.6305,,,0.4496,0.8253,0.9529,0.5,0.5
BRD-K05901394,154,ADRB2,pQSAR,0.0005,0.5959,,,0.9259,0.7935,0.9896,0.5,0.5
BRD-K05901394,3358,HTR2C,Known,0.5043,0.7208,,,0.4276,0.8901,0.9868,0.5,0.5
BRD-K05926469,5743,PTGS2,Known,0.0812,0.5447,,,0.6483,0.7389,0.9106,0.5,0.5
BRD-K05926469,7124,TNF,Known,0.1036,0.5381,,,0.6254,0.7312,0.8953,0.5,0.5
BRD-K05977355,1577,CYP3A5,Known,0.2052,0.5836,,,0.5536,0.7812,0.9316,0.5,0.5
BRD-K06080977,4193,MDM2,pQSAR,0.01,0.6469,,,0.8043,0.839,0.9888,0.5,0.5
BRD-K06080977,5465,PPARA,Known,0.1465,0.8361,,,0.5905,0.9416,0.9986,0.5,0.5
BRD-K06080977,5468,PPARG,Known,0.135,0.7714,,,0.599,0.9164,0.9963,0.5,0.5
BRD-K06147391,1128,CHRM1,Known,0.3391,0.6624,,,0.4903,0.8511,0.9738,0.5,0.5
BRD-K06221026,5743,PTGS2,Known,0.0868,0.6506,,,0.6421,0.8419,0.9804,0.5,0.5
BRD-K06234293,207,AKT1,pQSAR,0.0078,0.6062,,0.3167,0.8185,0.8034,0.9808,0.5,0.5598
BRD-K06234293,7046,TGFBR1,Known,0.2413,0.6352,,,0.5345,0.8293,0.9657,0.5,0.5
BRD-K06335600,11188,NISCH,Known,0.6958,0.7125,,,0.3563,0.8852,0.9813,0.5,0.5
BRD-K06335600,150,ADRA2A,Known,0.0473,0.786,,,0.6953,0.9228,0.9979,0.5,0.5
BRD-K06335600,152,ADRA2C,Known,0.3573,0.786,,,0.4829,0.9228,0.9958,0.5,0.5
BRD-K06335600,3269,HRH1,pQSAR,0.0105,0.6162,,,0.8014,0.8126,0.9821,0.5,0.5
BRD-K06388322,150,ADRA2A,Known,0.1139,0.564,,,0.6161,0.7605,0.9248,0.5,0.5
BRD-K06388322,152,ADRA2C,Known,0.0542,0.564,,,0.6839,0.7605,0.9391,0.5,0.5
BRD-K06388322,1812,DRD1,Known,0.5179,0.5802,,,0.4226,0.7777,0.8966,0.5,0.5
BRD-K06426971,1017,CDK2,Known,0.0578,0.5374,,,0.6784,0.7304,0.9099,0.5,0.5
BRD-K06426971,1019,CDK4,Known,0.3649,0.5323,,,0.4799,0.7243,0.833,0.5,0.5
BRD-K06543683,120892,LRRK2,Known,0.1616,0.7626,0.0148,,0.5801,0.9123,0.9956,0.4236,0.5
BRD-K06543683,207,AKT1,Known,0.0288,0.5719,0.1343,,0.7341,0.769,0.9544,0.4963,0.5
BRD-K06543683,2932,GSK3B,Known,0.0168,0.6667,0.3138,,0.7719,0.8543,0.9904,0.6049,0.5
BRD-K06543683,3932,LCK,Known,0.0024,0.6667,0.3138,,0.8748,0.8543,0.9944,0.6049,0.5
BRD-K06543683,5578,PRKCA,Known,0.5094,0.7626,0.1343,,0.4257,0.9123,0.9929,0.4963,0.5
BRD-K06543683,5599,MAPK8,Known,0.0219,0.5566,0.1343,,0.7538,0.7524,0.9472,0.4963,0.5
BRD-K06543683,6198,RPS6KB1,Known,0.0392,0.5514,0.1343,,0.7104,0.7465,0.9334,0.4963,0.5
BRD-K06543683,6850,SYK,pQSAR,0.0076,0.7282,0.1442,,0.8199,0.8944,0.997,0.5024,0.5
BRD-K06543683,983,CDK1,pIC50,0.0085,0.6667,0.3165,,0.8137,0.8543,0.9921,0.6065,0.5
BRD-K06593056,5915,RARB,Known,0.0271,0.548,,,0.7386,0.7427,0.9368,0.5,0.5
BRD-K06750613,2475,MTOR,pIC50,0.0002,0.6563,,,0.946,0.8464,0.9968,0.5,0.5
BRD-K06750613,5290,PIK3CA,Known,0.2001,0.6563,,,0.5565,0.8464,0.9765,0.5,0.5
BRD-K06750613,5291,PIK3CB,pIC50,0.0076,0.6563,,,0.8199,0.8464,0.991,0.5,0.5
BRD-K06750613,5293,PIK3CD,pIC50,0.0105,0.6563,,,0.8014,0.8464,0.9902,0.5,0.5
BRD-K06750613,5294,PIK3CG,Known,0.0058,0.6563,,,0.8343,0.8464,0.9917,0.5,0.5
BRD-K06854232,5914,RARA,Known,0.0122,0.5309,,,0.7924,0.7227,0.9349,0.5,0.5
BRD-K06854232,5915,RARB,StructureSure,0.0329,0.5309,,,0.724,0.7227,0.9152,0.5,0.5
BRD-K06895174,1577,CYP3A5,Known,0.1062,0.5981,,,0.623,0.7956,0.9548,0.5,0.5
BRD-K06902185,100,ADA,pQSAR,0.0015,0.6739,,,0.8927,0.8596,0.9956,0.5,0.5
BRD-K06902185,3767,KCNJ11,Known,0.1894,0.8418,,,0.5627,0.9435,0.9986,0.5,0.5
BRD-K06926592,1577,CYP3A5,StructureSure,0.0077,0.6418,1.0,,0.8192,0.8348,0.9888,0.8919,0.5
BRD-K06926592,19,ABCA1,StructureSure,0.3605,0.5353,1.0,,0.4816,0.7279,0.84,0.8919,0.5
BRD-K06926592,190,NR0B1,Known,0.3178,0.5772,1.0,,0.4993,0.7746,0.9128,0.8919,0.5
BRD-K06926592,2908,NR3C1,NCI60,0.0733,0.6527,0.732,,0.6576,0.8436,0.9819,0.8104,0.5
BRD-K06926592,301,ANXA1,NCI60,0.3122,0.6045,0.732,,0.5017,0.8018,0.9411,0.8104,0.5
BRD-K06926592,5467,PPARD,Known,0.0976,0.6469,1.0,,0.6311,0.839,0.9785,0.8919,0.5
BRD-K06926592,5914,RARA,Known,0.0082,0.6963,1.0,,0.8157,0.875,0.995,0.8919,0.5
BRD-K06926592,5915,RARB,Known,0.0175,0.6963,1.0,,0.7692,0.875,0.9938,0.8919,0.5
BRD-K06926592,5916,RARG,Known,0.035,0.6963,1.0,,0.7193,0.875,0.9924,0.8919,0.5
BRD-K06926592,5947,RBP1,StructureLikely,0.8099,0.674,0.2931,,0.3055,0.8597,0.9608,0.5927,0.5
BRD-K06926592,6256,RXRA,StructureSure,0.29,0.674,1.0,,0.5114,0.8597,0.9793,0.8919,0.5
BRD-K06926592,6257,RXRB,Known,0.5895,0.674,1.0,,0.3967,0.8597,0.9708,0.8919,0.5
BRD-K06926592,6258,RXRG,Known,0.1485,0.674,1.0,,0.5891,0.8597,0.9836,0.8919,0.5
BRD-K06926592,7421,VDR,pQSAR,0.0037,0.6779,,,0.8561,0.8624,0.9947,0.5,0.5
BRD-K06980535,1128,CHRM1,Known,0.5452,0.8909,,,0.4128,0.9572,0.9989,0.5,0.5
BRD-K06980535,1131,CHRM3,Known,0.049,0.8909,,,0.6923,0.9572,0.9996,0.5,0.5
BRD-K06980535,150,ADRA2A,StructureLikely,0.8081,0.8909,,,0.3064,0.9572,0.9985,0.5,0.5
BRD-K06980535,152,ADRA2C,StructureLikely,0.7058,0.8691,,,0.3523,0.9516,0.9982,0.5,0.5
BRD-K06980535,1577,CYP3A5,pQSAR,0.003,0.7065,,,0.8654,0.8815,0.9968,0.5,0.5
BRD-K06980535,1812,DRD1,Known,0.0623,0.8551,,,0.672,0.9476,0.9992,0.5,0.5
BRD-K06980535,3269,HRH1,Known,0.0257,0.8909,,,0.7424,0.9572,0.9996,0.5,0.5
BRD-K06980535,3358,HTR2C,Known,0.8842,0.8909,,,0.2617,0.9572,0.9982,0.5,0.5
BRD-K06980535,801,CALM1,StructureLikely,0.1508,0.7541,,,0.5875,0.9081,0.9951,0.5,0.5
BRD-K07208025,1719,DHFR,Known,0.0068,0.4855,,,0.826,0.6652,0.8947,0.5,0.5
BRD-K07237224,4128,MAOA,Known,0.0132,0.6003,,,0.7875,0.7977,0.9758,0.5,0.5
BRD-K07237224,4129,MAOB,Known,0.1015,0.5631,,,0.6273,0.7595,0.9264,0.5,0.5
BRD-K07325606,2159,F10,pQSAR,0.0034,0.6784,,,0.8599,0.8628,0.9949,0.5,0.5
BRD-K07325606,351,APP,pQSAR,0.0002,0.8307,,,0.946,0.9398,0.9998,0.5,0.5
BRD-K07325606,5550,PREP,Known,0.972,0.7113,,,0.1684,0.8845,0.96,0.5,0.5
BRD-K07325606,5579,PRKCB,Known,0.009,0.8282,,,0.8104,0.939,0.9993,0.5,0.5
BRD-K07325606,5743,PTGS2,Known,0.7119,0.7498,,,0.3498,0.906,0.9891,0.5,0.5
BRD-K07325606,6300,MAPK12,pQSAR,0.001,0.7303,,,0.9062,0.8956,0.9983,0.5,0.5
BRD-K07507905,154,ADRB2,Known,0.7375,0.5985,,,0.3391,0.796,0.8974,0.5,0.5
BRD-K07572174,1786,DNMT1,Known,0.0127,0.5336,0.2773,,0.7899,0.7259,0.9366,0.5833,0.5
BRD-K07572174,1956,EGFR,pQSAR,0.0019,0.7757,0.6015,,0.884,0.9183,0.999,0.7562,0.5
BRD-K07572174,351,APP,Known,0.4353,0.613,,,0.4528,0.8097,0.94,0.5,0.5
BRD-K07572174,3551,IKBKB,pQSAR,0.0063,0.6441,0.3003,,0.83,0.8367,0.9898,0.597,0.5
BRD-K07572174,5743,PTGS2,Known,0.0361,0.733,0.1983,,0.7169,0.8971,0.9956,0.5355,0.5
BRD-K07572174,6774,STAT3,pQSAR,0.0107,0.6464,0.3198,,0.8003,0.8386,0.9885,0.6084,0.5
BRD-K07572174,760,CA2,Known,0.9361,0.669,-0.2449,,0.2179,0.856,0.9414,0.2798,0.5
BRD-K07572174,771,CA12,Known,0.3982,0.669,-0.1387,,0.4669,0.856,0.9746,0.3352,0.5
BRD-K07612980,7153,TOP2A,Known,0.0057,0.8523,,,0.8352,0.9467,0.9996,0.5,0.5
BRD-K07667918,3480,IGF1R,Known,0.2672,0.5219,,,0.5219,0.7118,0.8287,0.5,0.5
BRD-K07691486,1017,CDK2,Known,0.0161,0.5233,0.405,,0.7747,0.7135,0.922,0.657,0.5
BRD-K07691486,983,CDK1,Known,0.0188,0.5233,0.405,,0.7644,0.7135,0.9187,0.657,0.5
BRD-K07736136,1432,MAPK14,Known,0.1985,0.5154,,-0.0687,0.5574,0.7037,0.8301,0.5,0.3281
BRD-K07736136,6300,MAPK12,Known,0.0259,0.5154,,-0.0687,0.7419,0.7037,0.9014,0.5,0.3281
BRD-K07762753,1017,CDK2,Known,0.0078,0.674,,,0.8185,0.8597,0.9931,0.5,0.5
BRD-K07762753,1019,CDK4,StructureLikely,0.0049,0.5785,,,0.8428,0.7759,0.9746,0.5,0.5
BRD-K07762753,1020,CDK5,Known,0.0841,0.5862,,,0.6451,0.7838,0.9499,0.5,0.5
BRD-K07762753,1021,CDK6,Known,0.205,0.5785,,,0.5537,0.7759,0.9265,0.5,0.5
BRD-K07762753,1025,CDK9,pQSAR,0.0034,0.4611,,,0.8599,0.632,0.8769,0.5,0.5
BRD-K07762753,2932,GSK3B,pQSAR,0.0051,0.673,,,0.8408,0.8589,0.9938,0.5,0.5
BRD-K07762753,3551,IKBKB,pQSAR,0.0002,0.6222,,,0.946,0.818,0.9946,0.5,0.5
BRD-K07762753,5594,MAPK1,StructureLikely,0.4514,0.5862,,,0.4469,0.7838,0.911,0.5,0.5
BRD-K07762753,5595,MAPK3,StructureLikely,0.2074,0.5312,,,0.5524,0.723,0.8595,0.5,0.5
BRD-K07762753,6714,SRC,StructureLikely,0.7804,0.6015,,,0.3199,0.7989,0.8955,0.5,0.5
BRD-K07762753,898,CCNE1,StructureLikely,0.3831,0.674,,,0.4727,0.8597,0.9768,0.5,0.5
BRD-K07762753,9212,AURKB,pQSAR,0.0005,0.6692,,,0.9259,0.8562,0.9966,0.5,0.5
BRD-K07762753,983,CDK1,Known,0.0139,0.674,,,0.7842,0.8597,0.9919,0.5,0.5
BRD-K07859598,120892,LRRK2,Known,0.27,0.7123,,,0.5206,0.8851,0.9887,0.5,0.5
BRD-K07881437,2260,FGFR1,Known,0.5459,0.7066,,,0.4125,0.8815,0.9829,0.5,0.5
BRD-K07881437,3551,IKBKB,pQSAR,0.0007,0.6199,,,0.9168,0.816,0.992,0.5,0.5
BRD-K07881437,3717,JAK2,pIC50,0.0026,0.7054,,,0.8715,0.8808,0.9968,0.5,0.5
BRD-K07881437,5347,PLK1,pQSAR,0.0086,0.6182,,,0.813,0.8144,0.9835,0.5,0.5
BRD-K07881437,5979,RET,Known,0.0131,0.648,,,0.7879,0.8399,0.9882,0.5,0.5
BRD-K07881437,613,BCR,Known,0.3582,0.7054,,,0.4826,0.8808,0.9859,0.5,0.5
BRD-K07881437,6790,AURKA,Known,0.0217,0.7054,,,0.7545,0.8808,0.9943,0.5,0.5
BRD-K07881437,9212,AURKB,Known,0.0869,0.7054,,,0.642,0.8808,0.9914,0.5,0.5
BRD-K07888196,1956,EGFR,Known,0.0222,0.7671,,,0.7529,0.9144,0.9977,0.5,0.5
BRD-K08115555,1312,COMT,Known,0.1319,0.6966,,,0.6014,0.8752,0.9888,0.5,0.5
BRD-K08115555,1956,EGFR,pQSAR,0.0027,0.8205,,,0.8699,0.9363,0.9994,0.5,0.5
BRD-K08115555,4128,MAOA,pQSAR,0.0097,0.6746,,,0.8061,0.8601,0.9927,0.5,0.5
BRD-K08115555,5743,PTGS2,pQSAR,0.0076,0.7709,,,0.8199,0.9162,0.9984,0.5,0.5
BRD-K08252256,5468,PPARG,Known,0.1849,0.5898,,,0.5654,0.7874,0.9395,0.5,0.5
BRD-K08252256,5743,PTGS2,Known,0.0222,0.7036,,,0.7529,0.8797,0.9941,0.5,0.5
BRD-K08356259,1128,CHRM1,pQSAR,0.0078,0.7267,,,0.8185,0.8935,0.9969,0.5,0.5
BRD-K08356259,1131,CHRM3,pQSAR,0.0048,0.7254,,,0.8438,0.8928,0.9972,0.5,0.5
BRD-K08356259,150,ADRA2A,Known,0.6421,0.7372,,,0.3772,0.8993,0.9879,0.5,0.5
BRD-K08356259,152,ADRA2C,Known,0.0793,0.7372,,,0.6505,0.8993,0.9948,0.5,0.5
BRD-K08356259,6335,SCN9A,pQSAR,0.0104,0.6284,,,0.802,0.8235,0.9851,0.5,0.5
BRD-K08502430,1017,CDK2,pIC50,0.0044,0.6845,,,0.848,0.8671,0.995,0.5,0.5
BRD-K08502430,1020,CDK5,pQSAR,0.0064,0.652,,,0.8292,0.843,0.9909,0.5,0.5
BRD-K08502430,1956,EGFR,Known,0.1103,0.6095,,,0.6193,0.8065,0.9613,0.5,0.5
BRD-K08502430,983,CDK1,pIC50,0.0012,0.652,,,0.9003,0.843,0.9943,0.5,0.5
BRD-K08547377,1577,CYP3A5,Known,0.4251,0.6612,0.6002,,0.4567,0.8502,0.9706,0.7557,0.5
BRD-K08547377,3065,HDAC1,pQSAR,0.0105,0.7037,0.2802,,0.8014,0.8797,0.9952,0.585,0.5
BRD-K08547377,3326,HSP90AB1,pQSAR,0.0032,0.7494,0.0044,,0.8626,0.9058,0.9983,0.4174,0.5
BRD-K08547377,7153,TOP2A,pQSAR,0.0007,0.7694,0.6529,,0.9168,0.9155,0.9992,0.7787,0.5
BRD-K08547377,7298,TYMS,NCI60,0.0278,0.6621,0.7091,,0.7367,0.8509,0.9881,0.8016,0.5
BRD-K08547377,7846,TUBA1A,pQSAR,0.0083,0.6719,0.2489,,0.815,0.8581,0.9927,0.5663,0.5
BRD-K08554278,7150,TOP1,Known,0.3302,0.543,,,0.494,0.7369,0.8597,0.5,0.5
BRD-K08619574,154,ADRB2,pQSAR,0.0096,0.7783,,,0.8067,0.9195,0.9985,0.5,0.5
BRD-K08619574,1577,CYP3A5,pQSAR,0.0049,0.742,,,0.8428,0.9019,0.9978,0.5,0.5
BRD-K08619574,1812,DRD1,Known,0.3175,0.832,,,0.4994,0.9403,0.998,0.5,0.5
BRD-K08619574,2568,GABRP,pQSAR,0.0107,0.7783,,,0.8003,0.9195,0.9984,0.5,0.5
BRD-K08703257,142,PARP1,Known,0.0599,0.656,,,0.6754,0.8462,0.9838,0.5,0.5
BRD-K08703257,152,ADRA2C,pQSAR,0.002,0.6489,,,0.882,0.8406,0.9931,0.5,0.5
BRD-K08799216,120892,LRRK2,pQSAR,0.0015,0.6037,,,0.8927,0.801,0.9874,0.5,0.5
BRD-K08799216,1956,EGFR,Known,0.2067,0.7058,,,0.5528,0.881,0.9887,0.5,0.5
BRD-K08799216,2064,ERBB2,Known,0.0071,0.7058,,,0.8236,0.881,0.9958,0.5,0.5
BRD-K08799216,208,AKT2,pQSAR,0.0046,0.6129,,,0.8459,0.8096,0.985,0.5,0.5
BRD-K08799216,3791,KDR,StructureLikely,0.0641,0.6362,,,0.6695,0.8301,0.9778,0.5,0.5
BRD-K08799216,613,BCR,pQSAR,0.009,0.6362,,,0.8104,0.8301,0.9873,0.5,0.5
BRD-K08799216,673,BRAF,pQSAR,0.0063,0.6243,,,0.83,0.8199,0.9862,0.5,0.5
BRD-K08806317,154,ADRB2,Known,0.0699,0.6453,,,0.6618,0.8377,0.9801,0.5,0.5
BRD-K08973992,2550,GABBR1,pQSAR,0.0026,0.8001,,,0.8715,0.9286,0.9992,0.5,0.5
BRD-K08973992,5467,PPARD,StructureLikely,0.5281,0.6343,,,0.419,0.8285,0.9513,0.5,0.5
BRD-K08973992,5468,PPARG,Known,0.8277,0.6954,,,0.2962,0.8744,0.9704,0.5,0.5
BRD-K08973992,5743,PTGS2,StructureLikely,0.2566,0.6668,,,0.5269,0.8544,0.978,0.5,0.5
BRD-K08973992,6558,SLC12A2,pQSAR,0.0105,0.6321,,,0.8014,0.8267,0.9859,0.5,0.5
BRD-K09132007,7046,TGFBR1,StructureSure,0.445,0.6415,,,0.4492,0.8346,0.9599,0.5,0.5
BRD-K09295900,1131,CHRM3,pQSAR,0.0012,0.6981,,,0.9003,0.8761,0.9972,0.5,0.5
BRD-K09295900,1577,CYP3A5,pQSAR,0.0033,0.8027,,,0.8613,0.9296,0.9992,0.5,0.5
BRD-K09295900,1646,AKR1C2,pQSAR,0.0063,0.6618,,,0.83,0.8506,0.9922,0.5,0.5
BRD-K09295900,2908,NR3C1,StructureSure,0.0005,0.8027,,,0.9259,0.9296,0.9995,0.5,0.5
BRD-K09295900,301,ANXA1,StructureLikely,0.1158,0.8022,,,0.6145,0.9294,0.9978,0.5,0.5
BRD-K09295900,866,SERPINA6,StructureSure,0.1186,0.8027,,,0.6121,0.9296,0.9978,0.5,0.5
BRD-K09416995,1577,CYP3A5,Known,0.0019,0.5899,0.7909,,0.884,0.7875,0.9835,0.8316,0.5
BRD-K09436313,2172,FABP6,pQSAR,0.0065,0.6674,,,0.8284,0.8548,0.9927,0.5,0.5
BRD-K09436313,5734,PTGER4,Known,0.2636,0.7768,,,0.5236,0.9188,0.9958,0.5,0.5
BRD-K09436313,5737,PTGFR,Known,0.7684,0.7768,,,0.3254,0.9188,0.9921,0.5,0.5
BRD-K09436313,6915,TBXA2R,StructureLikely,0.0901,0.7768,,,0.6387,0.9188,0.997,0.5,0.5
BRD-K09471561,7153,TOP2A,Known,0.0243,0.8523,1.0,,0.7465,0.9467,0.9994,0.8919,0.5
BRD-K09485525,50846,DHH,Known,0.0924,0.5916,,,0.6363,0.7892,0.9523,0.5,0.5
BRD-K09499853,5290,PIK3CA,Known,0.0037,0.6275,,,0.8561,0.8227,0.9887,0.5,0.5
BRD-K09499853,5291,PIK3CB,Known,0.0278,0.6275,,,0.7367,0.8227,0.9801,0.5,0.5
BRD-K09499853,5293,PIK3CD,Known,0.0171,0.6275,,,0.7707,0.8227,0.9827,0.5,0.5
BRD-K09499853,5294,PIK3CG,Known,0.0709,0.6275,,,0.6606,0.8227,0.974,0.5,0.5
BRD-K09499853,5591,PRKDC,Known,0.1087,0.5812,,,0.6207,0.7787,0.9419,0.5,0.5
BRD-K09537769,5591,PRKDC,Known,0.0746,0.6412,,,0.656,0.8343,0.9784,0.5,0.5
BRD-K09549677,1577,CYP3A5,Known,0.3117,0.5567,,,0.5019,0.7525,0.8855,0.5,0.5
BRD-K09549677,775,CACNA1C,Known,0.1641,0.5051,,,0.5785,0.6907,0.8168,0.5,0.5
BRD-K09602097,5347,PLK1,pQSAR,0.01,0.6143,0.4747,,0.8043,0.8109,0.9818,0.6944,0.5
BRD-K09859624,1128,CHRM1,Known,0.0068,0.6422,,,0.826,0.8351,0.9892,0.5,0.5
BRD-K09859624,1131,CHRM3,StructureLikely,0.7406,0.6377,,,0.3378,0.8314,0.9405,0.5,0.5
BRD-K09859624,116443,GRIN3A,pQSAR,0.0086,0.6177,,,0.813,0.814,0.9834,0.5,0.5
BRD-K09963420,1577,CYP3A5,Known,0.1175,0.6725,,,0.613,0.8586,0.9845,0.5,0.5
BRD-K09991945,2932,GSK3B,Known,0.1416,0.5332,,,0.5941,0.7254,0.8777,0.5,0.5
BRD-K10042277,1128,CHRM1,Known,0.0435,0.8033,,,0.7021,0.9299,0.9984,0.5,0.5
BRD-K10042277,1131,CHRM3,StructureLikely,0.0139,0.8033,,,0.7842,0.9299,0.9989,0.5,0.5
BRD-K10042277,150,ADRA2A,StructureLikely,0.7001,0.8033,,,0.3546,0.9299,0.9952,0.5,0.5
BRD-K10042277,152,ADRA2C,StructureLikely,0.0678,0.8033,,,0.6645,0.9299,0.9982,0.5,0.5
BRD-K10042277,3269,HRH1,StructureLikely,0.2023,0.8033,,,0.5552,0.9299,0.9974,0.5,0.5
BRD-K10042277,3358,HTR2C,StructureLikely,0.9585,0.8033,,,0.1906,0.9299,0.9909,0.5,0.5
BRD-K10467831,2099,ESR1,Known,0.01,0.807,,,0.8043,0.9313,0.999,0.5,0.5
BRD-K10467831,2908,NR3C1,pQSAR,0.0007,0.7845,,,0.9168,0.9222,0.9993,0.5,0.5
BRD-K10467831,367,AR,Known,0.4119,0.8093,,,0.4616,0.9322,0.9969,0.5,0.5
BRD-K10481964,1577,CYP3A5,pQSAR,0.0035,0.6326,,,0.8586,0.8271,0.9897,0.5,0.5
BRD-K10481964,2099,ESR1,Known,0.2816,0.6531,,,0.5152,0.8439,0.9721,0.5,0.5
BRD-K10481964,2100,ESR2,StructureLikely,0.4372,0.5336,,,0.4521,0.7259,0.8238,0.5,0.5
BRD-K10481964,367,AR,pQSAR,0.0058,0.7044,,,0.8343,0.8802,0.996,0.5,0.5
BRD-K10670311,1147,CHUK,Known,0.3682,0.6167,,,0.4786,0.8131,0.9472,0.5,0.5
BRD-K10670311,5468,PPARG,Known,0.1198,0.5812,,,0.6111,0.7787,0.9402,0.5,0.5
BRD-K10670311,5743,PTGS2,Known,0.0021,0.6167,,,0.8801,0.8131,0.9886,0.5,0.5
BRD-K10843433,1131,CHRM3,pQSAR,0.0027,0.6526,,,0.8699,0.8435,0.9929,0.5,0.5
BRD-K10843433,154,ADRB2,pQSAR,0.0105,0.7108,,,0.8014,0.8841,0.9957,0.5,0.5
BRD-K10843433,2182,ACSL4,pQSAR,0.009,0.612,,,0.8104,0.8088,0.9817,0.5,0.5
BRD-K10843433,231,AKR1B1,pQSAR,0.0017,0.662,,,0.8881,0.8508,0.9946,0.5,0.5
BRD-K10843433,3767,KCNJ11,pQSAR,0.0024,0.6063,,,0.8748,0.8035,0.9862,0.5,0.5
BRD-K10843433,5468,PPARG,pQSAR,0.0007,0.6678,,,0.9168,0.8551,0.9961,0.5,0.5
BRD-K10843433,5743,PTGS2,Known,0.4436,0.7799,,,0.4498,0.9202,0.9949,0.5,0.5
BRD-K10852020,1312,COMT,Known,0.4326,0.6424,,,0.4538,0.8353,0.9609,0.5,0.5
BRD-K10852020,150,ADRA2A,pQSAR,0.0044,0.6044,,,0.848,0.8017,0.9832,0.5,0.5
BRD-K10961822,5737,PTGFR,Known,0.2301,0.6481,,,0.5402,0.8399,0.9721,0.5,0.5
BRD-K10995081,1128,CHRM1,StructureLikely,0.699,0.8313,,,0.355,0.94,0.9969,0.5,0.5
BRD-K10995081,1131,CHRM3,StructureLikely,0.2346,0.8313,,,0.5379,0.94,0.9982,0.5,0.5
BRD-K10995081,150,ADRA2A,StructureLikely,0.0665,0.8313,,,0.6663,0.94,0.9988,0.5,0.5
BRD-K10995081,152,ADRA2C,StructureLikely,0.5765,0.8313,,,0.4014,0.94,0.9973,0.5,0.5
BRD-K10995081,1812,DRD1,Known,0.0023,0.8313,,,0.8765,0.94,0.9995,0.5,0.5
BRD-K10995081,3269,HRH1,Known,0.0012,0.8313,,,0.9003,0.94,0.9996,0.5,0.5
BRD-K10995081,3358,HTR2C,Known,0.4518,0.8313,,,0.4467,0.94,0.9977,0.5,0.5
BRD-K10995081,4718,NDUFC2,pQSAR,0.0089,0.6291,,,0.8111,0.8241,0.9859,0.5,0.5
BRD-K10995081,801,CALM1,Known,0.0217,0.7543,,,0.7545,0.9082,0.9973,0.5,0.5
BRD-K11129031,4023,LPL,Known,0.0071,0.65,,,0.8236,0.8415,0.9903,0.5,0.5
BRD-K11129031,5465,PPARA,Known,0.8155,0.6728,,,0.3026,0.8588,0.9597,0.5,0.5
BRD-K11153516,142,PARP1,Known,0.2518,0.6795,,,0.5293,0.8636,0.9819,0.5,0.5
BRD-K11158509,1956,EGFR,StructureSure,0.0142,0.6652,,,0.7828,0.8532,0.9906,0.5,0.5
BRD-K11158509,5770,PTPN1,pQSAR,0.0002,0.6044,,,0.946,0.8017,0.9929,0.5,0.5
BRD-K11158509,6774,STAT3,pQSAR,0.007,0.5267,,,0.8244,0.7176,0.9403,0.5,0.5
BRD-K11163873,142,PARP1,Known,0.1747,0.814,,,0.5717,0.9339,0.9979,0.5,0.5
BRD-K11163873,5163,PDK1,pQSAR,0.0013,0.6485,,,0.8976,0.8403,0.9938,0.5,0.5
BRD-K11163873,7272,TTK,pQSAR,0.0061,0.6087,,,0.8317,0.8057,0.9828,0.5,0.5
BRD-K11196887,7153,TOP2A,Known,0.7317,0.8276,,,0.3416,0.9388,0.9965,0.5,0.5
BRD-K11373525,185,AGTR1,Known,0.0078,0.6779,,,0.8185,0.8624,0.9935,0.5,0.5
BRD-K11399644,2147,F2,pQSAR,0.0073,0.6081,-0.0455,,0.8221,0.8052,0.9817,0.3879,0.5
BRD-K11399644,3156,HMGCR,pQSAR,0.0083,0.6285,0.5268,,0.815,0.8236,0.986,0.7209,0.5
BRD-K11399644,7852,CXCR4,pQSAR,0.0005,0.637,,,0.9259,0.8308,0.9944,0.5,0.5
